arxiv_id,title,authors,subjects,submitted,abstract_raw,abstract_clean,tokens,abstract_word_count,token_count,unique_token_count,type_token_ratio,author_count,avg_word_length,readability_level
2604.21794,Learning to Communicate: Toward End-to-End Optimization of Multi-Agent Language Systems,"Ye Yu, Heming Liu, Haibo Jin, Xiaopeng Yuan, Peng Kuang, Haohan Wang",Computer Science > Artificial Intelligence,[Submitted on 23 Apr 2026],"Multi-agent systems built on large language models have shown strong performance on complex reasoning tasks, yet most work focuses on agent roles and orchestration while treating inter-agent communication as a fixed interface. Latent communication through internal representations such as key-value caches offers a promising alternative to text-based protocols, but existing approaches do not jointly optimize communication with multi-agent reasoning. Therefore we propose DiffMAS, a training framework that treats latent communication as a learnable component of multi-agent systems. DiffMAS performs parameter-efficient supervised training over multi-agent latent trajectories, enabling agents to jointly learn how information should be encoded and interpreted across interactions. Experiments on mathematical reasoning, scientific QA, code generation, and commonsense benchmarks show that DiffMAS consistently improves reasoning accuracy and decoding stability over single-agent inference, text-based multi-agent systems, and prior latent communication methods, achieving 26.7% on AIME24, 20.2% on GPQA-Diamond, and consistent gains across reasoning benchmarks.",multiagent systems built large language models shown strong performance complex reasoning tasks work focuses agent roles orchestration treating interagent communication fixed interface latent communication internal representations keyvalue caches offers promising alternative textbased protocols existing approaches jointly optimize communication multiagent reasoning propose diffmas training framework treats latent communication learnable component multiagent systems diffmas performs parameterefficient supervised training multiagent latent trajectories enabling agents jointly learn information encoded interpreted interactions experiments mathematical reasoning scientific qa code generation commonsense benchmarks diffmas consistently improves reasoning accuracy decoding stability singleagent inference textbased multiagent systems prior latent communication methods achieving 267 aime24 202 gpqadiamond consistent gains reasoning benchmarks,multiagent systems built large language models shown strong performance complex reasoning tasks work focuses agent roles orchestration treating interagent communication fixed interface latent communication internal representations keyvalue caches offers promising alternative textbased protocols existing approaches jointly optimize communication multiagent reasoning propose diffmas training framework treats latent communication learnable component multiagent systems diffmas performs parameterefficient supervised training multiagent latent trajectories enabling agents jointly learn information encoded interpreted interactions experiments mathematical reasoning scientific qa code generation commonsense benchmarks diffmas consistently improves reasoning accuracy decoding stability singleagent inference textbased multiagent systems prior latent communication methods achieving 267 aime24 202 gpqadiamond consistent gains reasoning benchmarks,145,101,78,0.7723,6,8.4,Highly Technical
